Date,IBIT_Net_Flow_USD,FBTC_Net_Flow_USD,BITB_Net_Flow_USD,ARKB_Net_Flow_USD,BTCO_Net_Flow_USD,EZBC_Net_Flow_USD,BRRR_Net_Flow_USD,HODL_Net_Flow_USD,BTCW_Net_Flow_USD,MSBT_Net_Flow_USD,GBTC_Net_Flow_USD,BTC_Net_Flow_USD,Total_Net_Flow_USD,Source_URL
2025-08-08,360000000,30500000,0,0,0,0,0,0,0,,0,13400000,403900000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-08-11,138200000,13000000,5200000,0,0,0,0,0,0,,7500000,14200000,178100000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-08-12,111400000,0,0,-23900000,0,0,0,0,0,,-21600000,0,65900000.00000001,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-08-13,0,26700000,7300000,36600000,4900000,0,0,0,0,,0,11400000,86900000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-08-14,523700000.00000006,-113500000,-30900000,-149900000,0,0,0,-5900000,0,,0,7300000,230800000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-08-15,114400000,0,0,-46700000,0,0,0,0,0,,-81800000,0,-14100000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-08-18,-68700000,0,12700000,-65700000,0,0,0,0,0,,0,0,-121700000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-08-19,0,-246900000,-86800000,-63300000,0,-3300000,0,0,0,,-115500000,-7500000,-523299999.99999994,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-08-20,-220000000,-7500000,600000,-75700000,0,0,-4300000,0,0,,-9000000,0,-315900000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-08-21,-127500000,-31800000,0,-43300000,0,3200000,0,0,0,,0,5000000,-194400000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-08-22,-198800000,50900000,12700000,65700000,0,13500000,0,26400000,0,,6400000,0,-23200000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-08-25,63400000,65599999.99999999,15200000,61200000,0,0,0,6300000,0,,0,7400000,219100000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-08-26,45300000,14500000,9000000,4099999.9999999995,0,0,0,3900000,0,,0,11300000,88100000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-08-27,50900000,14700000,-3000000,5600000,6700000,6500000,0,0,0,,0,0,81400000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-08-28,63700000,4900000,25000000,79800000,0,0,0,0,0,,0,5500000,178900000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-08-29,24600000,-66200000,0,-72100000,0,0,0,0,2300000,,-15300000,0,-126700000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-09-02,72900000,132699999.99999999,39100000,71900000,2200000,0,0,4700000,0,,0,9300000,332800000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-09-03,289800000,9800000,0,-27900000,0,0,0,0,0,,0,28800000,300500000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-09-04,134800000,-117400000,-66400000.00000001,-125500000,0,-3200000,0,-17900000,0,,-22400000,-4900000,-222900000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-09-05,-63200000,0,-49600000,0,0,0,0,0,0,,-47300000,0,-160100000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-09-08,25500000,156500000,42700000,89500000,6700000,6500000,0,20600000,0,,4400000,11900000,364300000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-09-09,169300000,-55800000,-18200000,-72300000,0,0,0,0,0,,0,0,23000000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-09-10,211200000,299000000,44400000,145100000,0,3300000,0,12000000,0,,8900000,17600000,741500000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-09-11,366200000,134700000,40400000,0,5700000,3300000,0,2400000,0,,0,0,552700000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-09-12,264700000,315200000,29200000,19400000,0,0,0,8199999.999999999,0,,0,5700000,642400000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-09-15,261800000,7500000,-18800000,0,0,3300000,0,0,0,,0,6100000,259899999.99999997,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-09-16,209200000,45800000,-10800000,40700000,0,0,0,7400000,0,,0,0,292300000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-09-17,149700000,-116000000,-12600000,-32299999.999999996,0,0,0,0,0,,-62600000,22500000,-51300000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-09-18,0,97400000,12800000,25000000,3500000,6800000,0,6600000,0,,0,10900000,163000000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-09-19,246100000,0,0,0,0,0,0,0,0,,-23500000,0,222600000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-09-22,0,-276700000,0,-52300000,0,0,0,-9500000,0,,-24600000,0,-363100000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-09-23,2500000,-75600000,-12800000,-27900000,10000000,0,0,0,0,,0,0,-103800000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-09-24,128900000,29700000,24700000,37700000,0,0,0,6400000,0,,0,13600000,241000000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-09-25,79700000,-114800000,-80500000,-63000000,0,-6300000,0,-10100000,0,,-42900000,-15500000,-253400000,https://farside.co.uk/bitcoin-etf-flow-all-data/
2025-09-26,-37300000,-300400000,-23800000,-17800000,0,0,0,-9300000,0,,-17100000,-12600000,-418300000,https://farside.co.uk/bitcoin-etf-flow-all-data/
